#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
3167,furniture,英:/ˈfɜːnɪtʃə(r)/ 美:/ˈfɜːrnɪtʃər/,n. 家具；设备，装置；床罩；必要的附属品；【会计】家俬,,0,0,1
3168,furrow,英:/'fʌrəʊ/ 美:/'fɝo/,n. 犁沟；皱纹；车辙 vt. 犁；耕；弄绉,,0,0,1
3169,further,英:/ˈfɜːðə(r)/ 美:/ˈfɜːrðər/,adv. 更远地；进一步地；而且 adj. 更远的；深一层的,,0,0,1
3170,furthermore,英:/ˌfɜːðəˈmɔː(r)/ 美:/ˌfɜːrðərˈmɔːr/,"adv. 而且, 此外",,0,0,1
3171,fury,英:/ˈfjʊəri/ 美:/ˈfjʊri/,n. 狂怒；暴怒；激怒者,,0,0,1
3172,fuse,英:/fjuːz/ 美:/fjuːz/,vi. 熔化，熔融；融合 vt. 使熔化，使熔融；使融合,,0,0,1
3173,fuss,英:/fʌs/ 美:/fʌs/,vi. 小题大作；忙乱；焦燥；焦急；无事自扰 n. 大惊小怪，大惊小怪的人；小题大作；忙乱,,0,0,1
3174,fussy,英:/ˈfʌsi/ 美:/ˈfʌsi/,adj. 爱挑剔的，难取悦的；易烦恼的,,0,0,1
3175,future,英:/'fjuːtʃə/ 美:/'fjʊtʃɚ/,n. 未来；期货；前途；将来时 adj. 将来的，未来的,,0,0,1
3176,futures,英:/'fjʊtʃɚz/ 美:/ˈfjutʃɚz/,n. 期货；未来，前途（future的复数形式）,,0,0,1
3177,fuzzy,英:/'fʌzɪ/ 美:/ˈfʌzi/,adj. 模糊的；有绒毛的；失真的,,0,0,1
3178,gain,英:/ɡeɪn/ 美:/ɡeɪn/,n. 收获；增加；利润 vt. 获得；增加；赚到,,0,0,1
3179,gale,英:/geɪl/ 美:/ɡel/,n. 大风，狂风；（突发的）一阵,,0,0,1
3180,gallery,英:/ˈɡæləri/ 美:/ˈɡæləri/,n. 走廊；画廊；地道；旁听席 vt. 在…修建走廊；在…挖地道,,0,0,1
3181,gallon,英:/ˈɡælən/ 美:/ˈɡælən/,n. 加仑（容量单位）,,0,0,1
3182,gallop,英:/ˈɡæləp/ 美:/ˈɡæləp/,n. 疾驰；飞奔 vi. 急速进行；飞驰；急急忙忙地说,,0,0,1
3183,gamble,英:/ˈɡæmbl/ 美:/ˈɡæmbl/,vi. 赌博；投机；打赌；孤注一掷 vt. 赌博；孤注一掷；冒险假设,,0,0,1
3184,gambler,英:/ˈgæmbəl/ 美:/'gæmblɚ/,n. 赌徒；投机商人,,0,0,1
3185,game,英:/ɡeɪm/ 美:/ɡeɪm/,n. 游戏；比赛 adj. 勇敢的,,0,0,1
3186,gang,英:/ɡæŋ/ 美:/ɡæŋ/,n. 一群；一伙；(歹徒等的)一帮 v. 结成一伙；结伙袭击,,0,0,1
3187,gangster,英:/'gæŋstə/ 美:/'ɡæŋstɚ/,n. 歹徒，流氓；恶棍,,0,0,1
3188,gaol,英:/dʒeɪl/ 美:/dʒeɪl/,n. 监狱 v. (使)坐牢；监禁,,0,0,1
3189,gap,英:/ɡæp/ 美:/ɡæp/,n. 缺口；间隙；空白 vi. 裂开,,0,0,1
3190,garage,英:/ˈɡærɑːʒ/ 美:/ɡəˈrɑːʒ/,n. 车库；汽车修理厂；飞机库 vt. 把……送入车库,,0,0,1
3191,garbage,英:/ˈɡɑːbɪdʒ/ 美:/ˈɡɑːrbɪdʒ/,n. 垃圾；废物,,0,0,1
3192,garden,英:/ˈɡɑ:dn/ 美:/ˈɡɑrdn/,n. 菜园；花园 vt. 栽培花木,,0,0,1
3193,gardener,英:/ˈɡɑːdnə(r)/ 美:/ˈɡɑːrdnər/,n. 花匠；园丁；园艺家,,0,0,1
3194,gardening,英:/ˈɡɑːdnɪŋ/ 美:/ˈɡɑːrdnɪŋ/,n. 园艺(学) v. 从事园艺活动；种植花木（动词garden的现在分词）,,0,0,1
3195,garlic,英:/ˈɡɑːlɪk/ 美:/ˈɡɑːrlɪk/,n. 大蒜；蒜头,,0,0,1
3196,garment,英:/ˈɡɑːmənt/ 美:/ˈɡɑːrmənt/,n. 衣服，服装；外表，外观 vt. 给…穿衣服,,0,0,1
3197,garrison,英:/'gærɪs(ə)n/ 美:/'gærəsn/,"n. 守备部队, 卫戍部队 vt. 卫戍部队守备 派部队驻防",,0,0,1
3198,gas,英:/ɡæs/ 美:/ɡæs/,n. 气体；汽油；毒气；瓦斯 vt. 毒（死）；加油,,0,0,1
3199,gasoline,英:/ˈɡæsəliːn/ 美:/ˈɡæsəliːn/,n. 汽油,,0,0,1
3200,gasp,英:/ɡɑːsp/ 美:/ɡæsp/,vi. 喘息；喘气；渴望 vt. 气喘吁吁地说；喘着气说话,,0,0,1
3201,gate,英:/ɡeɪt/ 美:/ɡeɪt/,n. 大门；出入口；门道 vt. 给…装大门,,1,1,1
3202,gather,英:/ˈɡæðə(r)/ 美:/ˈɡæðər/,vt. 收集；使…聚集；收割；使…皱起 vi. 聚集；化脓；皱起,,0,0,1
3203,gathering,英:/ˈɡæðərɪŋ/ 美:/ˈɡæðərɪŋ/,"n. 聚集, 集会",,0,0,1
3204,gauge,英:/ɡeɪdʒ/ 美:/ɡeɪdʒ/,n. 计量器；标准尺寸；容量规格 vt. 估计；测量；给…定规格,,0,0,1
3205,gay,英:/ɡeɪ/ 美:/ɡeɪ/,adj. 同性恋者,,0,0,1
3206,gaze,英:/ɡeɪz/ 美:/ɡeɪz/,vi. 注视；凝视 n. 注视；凝视,,0,0,1
3207,gear,英:/ɡɪə(r)/ 美:/ɡɪr/,n. 齿轮；传动装置；装置，工具 vi. 适合；搭上齿轮；开始工作,,0,0,1
3208,gem,英:/dʒem/ 美:/dʒɛm/,n. 宝石；精华；宝物；珍品；美玉 vt. 点缀；用宝石镶嵌；饰以宝石,,0,0,1
3209,gender,英:/ˈdʒendə(r)/ 美:/ˈdʒendər/,n. 性；性别；性交 vt. 生（过去式gendered，过去分词gendered，现在分词gendering，第三人称单数genders，形容词genderless）,,0,0,1
3210,general,英:/ˈdʒenərəl/ 美:/ˈdʒenərəl/,adj. 一般的，普通的；综合的；大体的 n. 将军，上将；一般；常规,,0,0,1
3211,generalization,英:/ˌdʒenərəlai'zeiʃən/ 美:/ˌdʒɛnərəlɪˈzeʃən/,"n. 一般化, 普通化, 归纳, 概论",,0,0,1
3212,generalize,英:/ˈdʒenrəlaɪz/ 美:/ˈdʒenrəlaɪz/,v. 概括；归纳；使一般化,,0,0,1
3213,generally,英:/ˈdʒenrəli/ 美:/ˈdʒenrəli/,adv. 一般地；通常；普遍地,,0,0,1
3214,generate,英:/ˈdʒenəreɪt/ 美:/ˈdʒenəreɪt/,vt. 使形成；生殖；发生,,0,0,1
3215,generation,英:/ˌdʒenəˈreɪʃn/ 美:/ˌdʒenəˈreɪʃn/,"n. 同时代的人, 一代人, 一代 产生, 发生",,0,0,1
3216,generator,英:/ˈdʒenəreɪtə(r)/ 美:/ˈdʒenəreɪtər/,"n. 发电机, 发生器",,0,0,1
3217,generosity,英:/ˌdʒenəˈrɒsəti/ 美:/ˌdʒenəˈrɑːsəti/,"n. 慷慨, 大方, 宽容 慷慨或宽容的行为",,0,0,1
3218,generous,英:/ˈdʒenərəs/ 美:/ˈdʒenərəs/,adj. 慷慨的，大方的；宽宏大量的；有雅量的,,0,0,1
3219,genius,英:/ˈdʒiːniəs/ 美:/ˈdʒiːniəs/,n. 天才，天赋；精神,,0,0,1
3220,genre,英:/ˈʒɒ̃rə/ 美:/ˈʒɑːnrə/,n. 类型；流派；风俗画 adj. 风俗画的；以日常情景为主题的,,0,0,1
3221,gentle,英:/ˈdʒentl/ 美:/ˈdʒentl/,adj. 温和的；文雅的 vt. 使温和，使驯服,,0,0,1
3222,gentleman,英:/'dʒent(ə)lmən/ 美:/'dʒɛntlmən/,n. 绅士；先生；有教养的人,,0,0,1
3223,gently,英:/'dʒentlɪ/ 美:/'dʒɛntli/,adv. 轻轻地；温柔地，温和地,,0,0,1
3224,gentrification,英:/ˌdʒentrifi'keiʃən/ 美:/ˌdʒɛntrəfɪˈkeʃən/,n. 中产阶级化,,0,0,1
3225,gentry,英:/'dʒentrɪ/ 美:/ˈdʒɛntri/,n. 绅士;上等人,,1,1,1
3226,genuine,英:/ˈdʒenjuɪn/ 美:/ˈdʒenjuɪn/,adj. 真实的，真正的；诚恳的,,0,0,1
3227,geographical,英:/ˌdʒiːəˈɡræfɪkl/ 美:/ˌdʒiːəˈɡræfɪkl/,adj. 地理的；地理学的,,0,0,1
3228,geography,英:/dʒɪ'ɒgrəfɪ/ 美:/dʒɪ'ɑɡrəfi/,n. 地理,,0,0,1
3229,geology,英:/dʒiˈɒlədʒi/ 美:/dʒiˈɑːlədʒi/,n. 地质情况；地质学,,0,0,1
3230,geometry,英:/dʒiˈɒmətri/ 美:/dʒiˈɑːmətri/,n. 几何学,,0,0,1
3231,germ,英:/dʒɜːm/ 美:/dʒɜːrm/,n. 细菌；胚芽，萌芽 vi. 萌芽,,0,0,1
3232,German,英:/ˈdʒɜ:mən/ 美:/ˈdʒə..mən/,adj. 德国的；德语的，德国人的 n. 德语；德国人,,0,0,1
3233,Germany,/'dʒə:məni/,n. 德国,,0,0,1
3234,gesticulate,英:/dʒeˈstɪkjuleɪt/ 美:/dʒeˈstɪkjuleɪt/,"vi. 做手势示意或强调 n. 做手势,做示意动作;手势",,0,0,1
3235,gesture,英:/ˈdʒestʃə(r)/ 美:/ˈdʒestʃər/,n. 姿态；手势 vi. 作手势；用动作示意,,0,0,1
3236,get,英:/ɡet/ 美:/ɡet/,v. 获得，得到；买到；挣得，赢得；收到，接到；（去）拿来，取来，叫来；捕获；抓获；到达，抵达；达到（某个阶段或者时间点）；处于（某种状态）；感染上；患上；得（病）,,0,0,1
3237,get all the credit,,,功不可没,0,0,1
3238,get-together,"英:/'gettə,geðə(r)/ 美:/ˈɡɛttəˌɡɛðɚ/",n. 聚会,,0,0,1
3239,ghost,英:/ɡəʊst/ 美:/ɡoʊst/,n. 鬼，幽灵 vt. 作祟于；替…捉刀；为人代笔,,0,0,1
3240,giant,英:/ˈdʒaɪənt/ 美:/ˈdʒaɪənt/,n. 巨人；巨大的动物；伟人 adj. 巨大的；巨人般的,领域的巨头,0,0,1
3241,gift,英:/gɪft/ 美:/ɡɪft/,n. 礼物；赠品；天赋 vt. 向…赠送；赋予,,0,0,1
3242,gigantic,英:/dʒaɪˈɡæntɪk/ 美:/dʒaɪˈɡæntɪk/,adj. 巨大的，庞大的,,0,0,1
3243,giggle,英:/ˈɡɪɡl/ 美:/ˈɡɪɡl/,vi. 傻笑；咯咯地笑 vt. 咯咯地笑着说,,0,0,1
3244,gill,英:/gɪl/ 美:/ɡɪl/,n. 鳃；菌褶；（山谷中的）沟壑，峡流；及耳（容量单位） vi. 被刺网捕住,,0,0,1
3245,ginger,英:/'dʒɪndʒə/ 美:/'dʒɪndʒɚ/,n. 姜；姜黄色；精力；有姜味 vt. 用姜给…调味；使某人有活力,,0,0,1
3246,girl,英:/gɜːl/ 美:/ɡɝl/,n. 女孩，姑娘；女儿；女朋友,,0,0,1
3247,give sth its due,,,给予应有的评价或尊重,0,0,1
3248,giver,英:/'gɪvə(r)/ 美:/'ɡɪvɚ/,n. 送礼者；给予者，赠予人,,0,0,1
3249,glacier,英:/ˈɡlæsiə(r)/ 美:/ˈɡleɪʃər/,n. 冰河，冰川,,0,0,1
3250,glad,英:/glæd/ 美:/ɡlæd/,adj. 高兴的；乐意的；令人高兴的；灿烂美丽的 vt. [古]使高兴,,0,0,1
3251,glance,英:/ɡlɑːns/ 美:/ɡlæns/,n. 一瞥；一滑；闪光 vi. 扫视，匆匆一看；瞥闪，瞥见；反光,,0,0,1
3252,glare,英:/ɡleə(r)/ 美:/ɡler/,n. 闪耀光；刺眼 v. 发眩光；瞪视,,0,0,1
3253,glass,英:/glɑːs/ 美:/ɡlæs/,n. 玻璃；镜子；玻璃制品 vt. 反映；给某物加玻璃,,0,0,1
3254,glassware,英:/'glɑːsweə/ 美:/ˈɡlæsˌwɛr/,n. 玻璃器具类,,0,0,1
3255,gleam,英:/ɡliːm/ 美:/ɡliːm/,n. 微光；闪光；瞬息的一现 vi. 闪烁；隐约地闪现,,0,0,1
3256,glide,英:/ɡlaɪd/ 美:/ɡlaɪd/,n. 滑翔；滑行；滑移；滑音 vt. 滑翔；滑行；悄悄地走；消逝,,0,0,1
3257,glimpse,英:/ɡlɪmps/ 美:/ɡlɪmps/,n. 一瞥，一看 vi. 瞥见,,0,0,1
3258,glisten,英:/ˈɡlɪsn/ 美:/ˈɡlɪsn/,vi. 闪光，闪亮 n. 闪光，闪耀,,0,0,1
3259,glitch,英:/glɪtʃ/ 美:/ɡlɪtʃ/,n. 小故障；失灵；短时脉冲波干扰,,0,0,1
3260,glitter,英:/ˈɡlɪtə(r)/ 美:/ˈɡlɪtər/,vi. 闪烁；闪光 n. 闪光；灿烂,,0,0,1
3261,global,英:/ˈɡləʊbl/ 美:/ˈɡloʊbl/,adj. 全球的；球形的；总体的,,0,0,1
3262,globalization,/ˌɡləubəlai'zeiʃən/,n. 全球化,,0,0,1
3263,globalize,英:/ˈɡləubəlaiz/ 美:/'ɡlobəlaɪz/,vt.  使 ... 全球化,,0,0,1
3264,globe,英:/ɡləʊb/ 美:/ɡloʊb/,n. 地球仪；地球；球体 vt. 使…成球形,,0,0,1
3265,gloom,英:/ɡluːm/ 美:/ɡluːm/,n. 忧郁；阴暗 vi. 变阴暗；变忧沉；感到沮丧,,0,0,1
3266,gloomy,英:/ˈɡluːmi/ 美:/ˈɡluːmi/,adj. 黑暗的；沮丧的；阴郁的,,0,0,1
3267,glorify,英:/ˈɡlɔːrɪfaɪ/ 美:/ˈɡlɔːrɪfaɪ/,vt. 赞美；崇拜（神）；美化；使更壮丽,,0,0,1
3268,glorious,英:/ˈɡlɔːriəs/ 美:/ˈɡlɔːriəs/,adj. 值得称道的；光荣的；荣耀的；壮丽的；辉煌的；光辉灿烂的；极其令人愉快的；极为宜人的；热的；阳光灿烂的；晴朗的,,0,0,1
3269,glory,英:/ˈɡlɔːri/ 美:/ˈɡlɔːri/,n. 光荣，荣誉；赞颂 vi. 自豪，骄傲；狂喜,,0,0,1
3270,glossary,英:/ˈɡlɒsəri/ 美:/ˈɡlɑːsəri/,n. 术语（特殊用语）表；词汇表；专业词典,,0,0,1
3271,glove,英:/ɡlʌv/ 美:/ɡlʌv/,n. 手套 vt. 给…戴手套,,0,0,1
3272,glow,英:/ɡləʊ/ 美:/ɡloʊ/,vi. 发热；洋溢；绚丽夺目 n. 灼热；色彩鲜艳；兴高采烈,,0,0,1
3273,glue,英:/ɡluː/ 美:/ɡluː/,vt. 粘合；似胶般固着于 n. 胶；各种胶合物,,0,0,1
3274,glut,英:/glʌt/ 美:/ɡlʌt/,n. 供过于求；过量 v. 使充满；过量供应,,0,0,1
3275,gnat,英:/næt/ 美:/næt/,n. 小昆虫；小烦扰,,0,0,1
3276,gnaw,英:/nɔː/ 美:/nɔː/,vt. 咬；折磨；侵蚀 vi. 咬；折磨；侵蚀,,0,0,1
3277,GNP,/dʒi:en'pi:/,abbr. 国民生产总值（gross national product）,,0,0,1
3278,go,英:/gəʊ/ 美:/ɡo/,vi. 走；趋于；达到；运转 n. 去；尝试；进行,,1,1,1
3279,go between,,调停,中间人,0,0,1
3280,goal,英:/ɡəʊl/ 美:/ɡoʊl/,n. 目标；终点；球门，得分数 vi. 攻门，射门得分,,0,0,1
3281,goat,英:/ɡəʊt/ 美:/ɡoʊt/,n. 山羊；替罪羊（美俚）；色鬼（美俚）,,0,0,1
3282,god,英:/ɡɒd/ 美:/ɡɑːd/,n. 神；（大写首字母时）上帝,,0,0,1
3283,goddess,英:/'gɒdɪs/ 美:/'ɡɑdəs/,n. 女神，受崇拜的女性,,0,0,1
3284,going nowhere,,,无所作为,0,0,1
3285,gold,英:/gəʊld/ 美:/ɡold/,n. 金，黄金；金币；金色 adj. 金的，金制的；金色的,,0,0,1
3286,golden,英:/ˈɡəʊldən/ 美:/ˈɡoʊldən/,adj. 金色的，黄金般的；金制的；珍贵的,,0,0,1
3287,golf,英:/ɡɒlf/ 美:/ɡɑːlf/,n. 高尔夫球；高尔夫球运动 vi. 打高尔夫球,,0,0,1
3288,good,英:/gʊd/ 美:/ɡʊd/,adj. 愉快的；好的；虔诚的；优良的 n. 好处；慷慨的行为；善行,,0,0,1
3289,good-bye,英:/'gud'bai/ 美:/ɡʊdˈbaɪ/,int. 再见,,0,0,1
3290,good-looking,英:/'ɡud'lukiŋ/ 美:/ ˈɡʊdˈlʊkɪŋ/,adj. 好看的；漂亮的,,1,1,1
3291,goodness,英:/ˈɡʊdnəs/ 美:/ˈɡʊdnəs/,n. 善良，仁慈；真谛；优秀 int. 天哪，啊呀,,0,0,1
3292,goods,英:/ɡʊdz/ 美:/ɡʊdz/,n. 商品；动产；合意的人；真本领,,0,0,1
3293,goodwill,英:/ˌɡʊdˈwɪl/ 美:/ˌɡʊdˈwɪl/,n. 好意；商誉；友好,,0,0,1
3294,goose,英:/ɡuːs/ 美:/ɡuːs/,n. 鹅；雌鹅；鹅肉；傻瓜 vt. 突然加大油门；嘘骂,,0,0,1
3295,gorge,英:/ɡɔːdʒ/ 美:/ɡɔːrdʒ/,n.（通常指河流冲刷而成的）峡，峡谷；障碍物；食管，咽喉  v. 使吃饱；拚命吃；狼吞虎咽,,0,0,1
3296,gorgeous,英:/ˈɡɔːdʒəs/ 美:/ˈɡɔːrdʒəs/,adj. 华丽的，灿烂的；极好的,,0,0,1
3297,gorilla,英:/gə'rɪlə/ 美:/ɡəˈrɪlə/,n. [动]大猩猩,,0,0,1
3298,gossip,英:/ˈɡɒsɪp/ 美:/ˈɡɑːsɪp/,n. 小道传闻；随笔；爱说长道短的人 vi. 闲聊；传播流言蜚语,,0,0,1
3299,govern,英:/ˈɡʌvn/ 美:/ˈɡʌvərn/,vt. 统治；支配；控制；管理 vi. 居支配地位；进行统治,,0,0,1
3300,governess,英:/'gʌv(ə)nɪs/ 美:/'gʌvɚnəs/,n. 女家庭教师,,0,0,1
3301,government,英:/ˈɡʌvənmənt/ 美:/ˈɡʌvərnmənt/,"n. 政府 治理的形式; 政体 治理, 统治",,0,0,1
3302,governor,英:/ˈɡʌvənə(r)/ 美:/ˈɡʌvərnər/,n. 统治者，管理者；调节器；地方长官；主管人员,,0,0,1
3303,gown,英:/ɡaʊn/ 美:/ɡaʊn/,n. 长袍，长外衣；法衣；睡袍；礼服 vt. 使穿睡衣,,0,0,1
3304,grab,英:/ɡræb/ 美:/ɡræb/,vt. 攫取；霸占；将…深深吸引 vi. 攫取；夺取,,0,0,1
3305,grace,英:/ɡreɪs/ 美:/ɡreɪs/,n. 优雅；恩惠；慈悲；魅力 vt. 使优美,,0,0,1
3306,graceful,英:/ˈɡreɪsfl/ 美:/ˈɡreɪsfl/,adj. 优美的；优雅的,,1,1,1
3307,gracious,英:/ˈɡreɪʃəs/ 美:/ˈɡreɪʃəs/,adj. 亲切的；和蔼的；高尚的；雅致的 int. 天哪；哎呀,,1,0,1
3308,grade,英:/greɪd/ 美:/ɡred/,n. 等级；年级；阶段；级别；成绩 vt. 评分；把…分等级,,0,0,1
3309,gradual,英:/ˈɡrædʒuəl/ 美:/ˈɡrædʒuəl/,adj. 逐渐的；平缓的 n. 弥撒升阶圣歌集,,0,0,1
3310,gradually,英:/ˈɡrædʒuəli/ 美:/ˈɡrædʒuəli/,"adv. 逐步地,渐渐地",,0,0,1
3311,graduate,英:/ˈɡrædʒuət/ 美:/ˈɡrædʒuət/,vt. 授予…学位；分等级；标上刻度 vi. 毕业；渐变,,0,0,1
3312,graduation,英:/ˌɡrædʒuˈeɪʃn/ 美:/ˌɡrædʒuˈeɪʃn/,n. 毕业；毕业典礼；分度；刻度线；分级,,0,0,1
3313,grain,英:/ɡreɪn/ 美:/ɡreɪn/,n. 谷物；谷粒；颗粒；细粒；（尤用于否定句） 少量；微量；一点儿；（木、织物或石头等的）纹理；（表面的）质地；触感；格令（重量单位，等于0.00143磅或0.0648克，用于称量药物等） v. 把…作成细粒；使(皮等)表面粗糙,,0,0,1
3314,gram,/ɡræm/,n. 克；[植]鹰嘴豆（用作饲料）,,1,1,1
3315,grammar,英:/ˈɡræmə(r)/ 美:/ˈɡræmər/,n. 语法；语法书,,0,0,1
3316,grammatical,英:/ɡrəˈmætɪkl/ 美:/ɡrəˈmætɪkl/,adj. 语法的；合乎文法的,,0,0,1
3317,gramophone,英:/'græməfəʊn/ 美:/'ɡræməfon/,n. 留声机,,0,0,1
3318,grand,英:/ɡrænd/ 美:/ɡrænd/,adj. 宏伟的；豪华的；极重要的 n. 大钢琴；一千美元,,0,0,1
3319,grandchild,英:/'græn(d)tʃaɪld/ 美:/'ɡræntʃaɪld/,n. 孙儿；孙女,,0,0,1
3320,granddaughter,英:/'grændɔːtə/ 美:/'ɡrændɔtɚ/,n. (外)孙女,,0,0,1
3321,grandfather,英:/'græn(d)fɑːðə/ 美:/'græn'fɑðɚ/,n. (外)祖父 v. 使…不受新法律制约,,0,0,1
3322,grandiose,英:/ˈɡrændiəʊs/ 美:/ˈɡrændioʊs/,adj. 宏伟的；浮夸的；宏大的；堂皇的,,0,0,1
3323,grandmother,英:/ˈɡrænmʌðə(r)/ 美:/ˈɡrænmʌðər/,n. (外)祖母,,0,0,1
3324,grandparent,英:/ˈɡrænpeərənt/ 美:/ˈɡrænperənt/,n. (外)祖父(母),,0,0,1
3325,grandson,英:/'græn(d)sʌn/ 美:/ˈɡrændˌsʌn/,n. 孙子；外孙,,0,0,1
3326,granite,英:/'grænɪt/ 美:/'grænɪt/,n. 花岗岩；坚毅；冷酷无情,,0,0,1
3327,grant,英:/ɡrɑːnt/ 美:/ɡrænt/,v. 授予，允许；承认，同意 n.（政府）拨款，补助金；助学金，津贴；合法转让，正式授予,,0,0,1
3328,grape,英:/ɡreɪp/ 美:/ɡreɪp/,n. 葡萄；葡萄树；葡萄色；葡萄酒,,0,0,1
3329,graph,英:/ɡræf/ 美:/ɡræf/,n. [数]图表；曲线图 vt. 用曲线图表示,,0,0,1
3330,grasp,英:/ɡrɑːsp/ 美:/ɡræsp/,n. 理解；控制；抓住 vt. 抓住；领会,,0,0,1
3331,grass,英:/grɑːs/ 美:/ɡræs/,n. 草；草地，草坪 vt. 使……长满草；使……吃草；放牧,,0,0,1
3332,grasshopper,英:/'grɑːshɒpə/ 美:/ˈɡræsˌhɑpɚ/,n. 蚱蜢；蝗虫；轻型飞机；蚱蜢鸡尾酒,,0,0,1
3333,grateful,英:/ˈɡreɪtfl/ 美:/ˈɡreɪtfl/,adj. 感谢的；令人愉快的，宜人的,,0,0,1
3334,gratify,英:/ˈɡrætɪfaɪ/ 美:/ˈɡrætɪfaɪ/,vt. 使满足；使满意，使高兴,,0,0,1
3335,gratifying,/'ɡrætɪfaɪɪŋ/,"adj. 悦人的,令人满足的",,0,0,1
3336,gratis,英:/'grætɪs/ 美:/ˈɡrætɪs/,adv. 免费地 adj. 免费的,,0,0,1
3337,gratitude,英:/ˈɡrætɪtjuːd/ 美:/ˈɡrætɪtuːd/,"n. 感激, 感谢",,0,0,1
3338,grave,英:/ɡreɪv/ 美:/ɡreɪv/,adj. 严肃的；重大的；黯淡的 n. 墓穴，坟墓；死亡,,0,0,1
3339,gravel,英:/ˈɡrævl/ 美:/ˈɡrævl/,n. 砂砾；碎石 vt. 用碎石铺；使船搁浅在沙滩上；使困惑,,0,0,1
3340,gravity,英:/ˈɡrævəti/ 美:/ˈɡrævəti/,n. 重力，地心引力；庄严；严重性,,0,0,1
3341,graze,英:/ɡreɪz/ 美:/ɡreɪz/,vt. 擦伤；放牧 vi. 吃草；擦伤,,0,0,1
3342,grease,英:/ɡriːs/ 美:/ɡriːs/,"n. 动物油脂 油膏, 油脂 vt. 涂油脂于, 用油脂润滑",,0,0,1
3343,greasy,英:/'griːsɪ/ 美:/'grisi/,adj. 油腻的；含脂肪多的；谄媚的,,0,0,1
3344,great,英:/greɪt/ 美:/ɡret/,adj. 伟大的，重大的；极好的，好的；主要的 n. 大人物；大师；伟人们,,0,0,1
3345,greatly,英:/ˈgreitli/ 美:/'ɡretli/,adv. 非常；很，大大地,,0,0,1
3346,greatness,英:/'greitnis/ 美:/ˈɡretnɪs/,n. 伟大;崇高 著名 大;巨大,,0,0,1
3347,Greece,英:/gri:s/ 美:/ɡris/,n. 希腊（欧州南部国家）,,0,0,1
3348,greed,英:/ɡriːd/ 美:/ɡriːd/,n. 贪婪，贪心,,0,0,1
3349,greedy,英:/ˈɡriːdi/ 美:/ˈɡriːdi/,adj. 贪婪的；贪吃的；渴望的,,0,0,1
3350,Greek,英:/ɡriːk/ 美:/ɡriːk/,n. 希腊语；希腊人 adj. 希腊的；希腊人的，希腊语的,,0,0,1
3351,green,英:/ɡriːn/ 美:/ɡriːn/,adj. 绿色的；青春的 n. 绿色；青春,,0,0,1
3352,greengrocer,英:/'griːngrəʊsə/ 美:/'ɡrinɡrosɚ/,"n. 蔬菜水果商,菜贩",,0,0,1
3353,greenhouse,英:/ˈɡriːnhaʊs/ 美:/ˈɡriːnhaʊs/,"n. 温室, 花房",,0,0,1
3354,greet,英:/ɡriːt/ 美:/ɡriːt/,vt. 欢迎，迎接；致敬，致意；映入眼帘,,0,0,1
3355,greeting,英:/ˈɡriːtɪŋ/ 美:/ˈɡriːtɪŋ/,n. 问候，招呼；祝贺 v. 致敬，欢迎（greet的现在分词）,,0,0,1
3356,grey,英:/greɪ/ 美:/ɡre/,adj. 灰色的；灰白的 vt. 使变成灰色；使变老,,0,0,1
3357,gridlock,英:/ˈɡridlɔk/ 美:/'ɡrɪdlɑk/,Ⅰn. ①交通全面大堵塞②拥塞停滞 Ⅱvt. (交通等)堵塞,,0,0,1
3358,grief,英:/ɡriːf/ 美:/ɡriːf/,n. 悲痛；忧伤；不幸,,0,0,1
3359,grieve,英:/ɡriːv/ 美:/ɡriːv/,vt. 使悲伤，使苦恼 vi. 悲痛，哀悼,,0,0,1
3360,grilled,/ɡrɪld/,adj. 烤的；有格子的 v. 炙烤（grill的过去式和过去分词）,,0,0,1
3361,grim,英:/ɡrɪm/ 美:/ɡrɪm/,adj. 冷酷的；残忍的；糟糕的,,0,0,1
3362,grin,英:/ɡrɪn/ 美:/ɡrɪn/,v. 露齿而笑，咧着嘴笑 n. 露齿笑,,0,0,1
3363,grind,英:/ɡraɪnd/ 美:/ɡraɪnd/,vt. 磨碎；磨块 vi. 磨碎；折磨,,0,0,1
3364,grip,英:/ɡrɪp/ 美:/ɡrɪp/,n. 紧握；柄；支配；握拍方式；拍柄绷带 vt. 紧握；夹紧,,0,0,1
3365,grit,英:/ɡrɪt/ 美:/ɡrɪt/,n. 砂砾；勇气，决心；粗砂岩  v. 在……上铺砂砾；咬紧牙关；吱嘎吱嘎地移动,,0,0,1
3366,groan,英:/ɡrəʊn/ 美:/ɡroʊn/,vi. 呻吟；抱怨；发吱嘎声 vt. 呻吟；抱怨,,0,0,1
3367,grocer,英:/ˈɡrəʊsə(r)/ 美:/ˈɡroʊsər/,n. 杂货店；食品商,,0,0,1
3368,grocery,英:/ˈɡrəʊsəri/ 美:/ˈɡroʊsəri/,n. 食品杂货店,,0,0,1
3369,groove,英:/ɡruːv/ 美:/ɡruːv/,n. 凹槽，槽；最佳状态；惯例 vt. 开槽于,,0,0,1
3370,grope,英:/ɡrəʊp/ 美:/ɡroʊp/,vi. 摸索；探索 vt. 摸索,,0,0,1
3371,gross,英:/ɡrəʊs/ 美:/ɡrəʊs/,adj. 总共的；粗野的；恶劣的；显而易见的 vt. 总共收入,令人恶心的,0,0,1
